id,dim0,dim1,dim2,dim3
0,0.03995767,-0.0031514019,0.0048928494,0.014378628
1,0.0020839563,-0.0021553412,-0.0073330803,0.000513969
2,0.010779991,-0.0005533956,-0.0024539186,0.0031383503
3,0.018296693,-0.00092763826,0.00019143976,0.006048942
4,0.0138627505,-0.0035566986,-0.0032023294,0.0057185013
5,0.026420001,-0.004915841,0.00066057674,0.011492172
6,0.019922238,-0.0052492656,-0.0023385724,0.008290529
7,0.060358886,-0.008742172,0.011331645,0.027407562
8,0.036069535,-0.0049384497,0.0037391195,0.0140679125
9,0.050621707,-0.010013584,0.0073194364,0.024754887
10,0.03141847,0.007828388,0.009212379,0.012997596
11,0.043718215,-0.00941119,0.00497922,0.02626246
12,0.044574235,-0.0014111288,0.010403519,0.017501188
13,0.04167558,-0.0010961033,0.008761709,0.02236191
14,0.02291442,-0.0032416917,0.0028811293,0.015323324
15,0.016200256,-0.0014390387,0.0012830355,0.009112595
16,0.023011655,0.0010666288,0.0048516886,0.009343786
17,0.022339541,-0.0031347834,0.0010311276,0.014438694
18,0.0070791347,0.009349983,-0.0057731075,-0.00054767914
19,0.04218317,-0.007618185,0.0063702324,0.019105678
20,0.03540187,-0.0029835366,0.006878414,0.014827305
21,0.028154977,-0.0026349686,0.0047241794,0.011510303
22,0.02696031,-0.0032616146,0.00428084,0.011734841
23,0.030076709,-0.003290195,0.0057119178,0.0140829515
24,0.036943752,-0.003704194,0.007813116,0.017900405
25,0.019765984,-0.0020824932,0.002910518,0.00900588
26,0.017034363,-0.0016927682,0.00218941,0.007691106
27,0.008741426,-0.00033589825,-0.0017584033,0.0031077173
28,0.007401294,-0.00068868324,-0.0020346968,0.0029859077
29,0.01719034,-0.0026735552,-0.0033517322,0.010172291
30,0.02131914,-0.0010852851,0.0020925226,0.012207283
31,9.851437e-05,0.0036792345,-0.00088975497,0.00010371022
32,0.004858169,0.004617404,0.0019423187,0.0009069573
33,0.0054491637,0.00075146183,-0.0019253968,0.0016187187
34,0.00398207,0.004008893,0.001474426,0.00067271106
35,0.0052350564,0.002301868,0.0009618857,0.0023159813
36,0.004330906,0.006701689,0.002081518,0.00013485365
37,0.006583008,0.0040664487,0.0016776518,0.0024270471
38,0.006125438,0.00023319945,-0.0021617813,0.002224369
39,0.008989128,-0.0053698756,-0.004513773,0.010190187
40,0.0053491173,0.0024478696,0.00070537336,0.002142487
41,0.020057175,-0.0028263219,-0.0047771735,0.010618834
42,0.007219988,0.001207497,0.0004585617,0.0035731178
43,0.0059178798,0.0023203902,0.0004453779,0.0024487954
44,0.006909254,-0.00013527647,-0.0023707217,0.002840234
45,0.0077364026,0.0014203601,0.0004720249,0.0038453322
46,0.0081656305,0.0013716482,0.00043938018,0.0037816744
47,0.010287258,0.0019002967,0.0014119268,0.0050019156
48,0.0053409515,0.00184476,0.00021101243,0.0024189334
49,0.0067020385,0.00012299046,-0.0025370969,0.0026101153
50,0.02072971,-0.0044844337,-0.00062103115,0.015085636
51,0.00795168,-0.0027372427,-0.006589207,0.0057180803
52,0.010691616,-0.0002332367,0.00015145622,0.0060587805
53,0.0034389077,0.0052431636,0.0011576981,0.00023580901
54,0.006777975,0.00041257963,-0.0026832288,0.002602486
55,0.008787545,-0.00074716285,-0.0027620597,0.004039867
56,0.0100387065,-0.0007365085,-0.0023705764,0.004910184
57,0.010884601,-0.0016329773,-0.003139942,0.005200533
58,0.010653722,-0.0013797171,-0.0029602898,0.0050904136
59,0.006405282,0.00023953244,-0.0030584102,0.0024789702
60,0.009885612,0.004623186,0.0018097021,0.0012651365
61,0.008395824,-0.0007569827,-0.003148052,0.0038595628
62,0.007979306,-0.00049841776,-0.0031526824,0.0034956317
63,0.007594916,-0.00026382878,-0.0030180356,0.003319038
64,0.0071894256,0.00096223876,-0.0028502485,0.0023361873
65,0.015233341,0.0015931986,-0.00010565214,0.006035162
66,0.032122884,-0.0106183775,-0.0006778046,0.025064511
67,0.016344104,-0.0020825453,0.0016365842,0.011246873
68,0.025371585,-0.0041516908,0.0015322015,0.01659648
69,0.013928655,6.5561384e-05,0.0018132598,0.008445142
70,0.007732722,0.0027203076,-0.002904973,0.0014270972
71,0.014489773,0.0009614937,-0.0026851995,0.0064254235
72,0.023009393,-0.0033025332,-0.0018645033,0.014131529
73,0.026934478,0.0015344135,0.002890111,0.010604752
74,0.0306429,0.0019783191,0.004303028,0.013261391
75,0.025424037,-0.00091137365,0.004137938,0.013032688
76,0.009044471,-0.00059210137,-0.003518804,0.005721463
77,0.018664304,0.002349984,0.0040576803,0.007515533
78,0.0084273545,-7.338822e-07,-0.0029535359,0.0035430025
79,0.007255289,-0.0032496043,-0.0061024604,0.005761696
80,0.011262658,-0.0014918037,-0.003377202,0.005339725
81,0.011333886,-0.0003654547,-0.0033834642,0.0047661494
82,0.012681755,-0.0013406165,-0.0030834032,0.006341053
83,0.011457655,-0.001152385,-0.0033654002,0.005345119
84,0.010670754,-0.0006326325,-0.003045774,0.0049506854
85,0.008526149,0.00054125115,-0.0029475829,0.003365321
86,0.016879264,-0.0018842407,-0.001673679,0.008736325
87,0.013816568,-0.0025282092,-0.0038212715,0.008170737
88,0.023801688,-0.006274391,-0.000518798,0.015463037
89,0.009078625,0.00072620437,-0.0032462021,0.0041932296
90,0.024495933,-0.006299097,-0.0042602373,0.016042454
91,0.023902122,-0.000161279,0.0039053606,0.0120530855
92,0.022547934,-0.004165191,-0.0025005518,0.014477266
93,0.019015167,-0.0019639917,0.0016879708,0.012373401
